keyword,normalized_query,primary_intent,cluster_id,target_url,priority_tier,search_volume,kd,cpc,source_ref,observed_at,status
wifi fpt cho nhà nhiều tầng tư vấn,wifi fpt cho nhà nhiều tầng tư vấn,COMMERCIAL,USE_MULTIFLOOR,/giai-phap/nha-nhieu-tang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
wifi fpt cho nhà nhiều tầng mới nhất,wifi fpt cho nhà nhiều tầng mới nhất,COMMERCIAL,USE_MULTIFLOOR,/giai-phap/nha-nhieu-tang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt chung cư,mạng fpt chung cư,COMMERCIAL,USE_APARTMENT,/giai-phap/chung-cu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet fpt căn hộ,internet fpt căn hộ,COMMERCIAL,USE_APARTMENT,/giai-phap/chung-cu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho chung cư giá,mạng fpt cho chung cư giá,COMMERCIAL,USE_APARTMENT,/giai-phap/chung-cu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho chung cư đăng ký,mạng fpt cho chung cư đăng ký,COMMERCIAL,USE_APARTMENT,/giai-phap/chung-cu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho chung cư tư vấn,mạng fpt cho chung cư tư vấn,COMMERCIAL,USE_APARTMENT,/giai-phap/chung-cu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho chung cư mới nhất,mạng fpt cho chung cư mới nhất,COMMERCIAL,USE_APARTMENT,/giai-phap/chung-cu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt chơi game,mạng fpt chơi game,COMMERCIAL,USE_GAME,/giai-phap/game-thu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet fpt game thủ,internet fpt game thủ,COMMERCIAL,USE_GAME,/giai-phap/game-thu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho game thủ giá,mạng fpt cho game thủ giá,COMMERCIAL,USE_GAME,/giai-phap/game-thu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho game thủ đăng ký,mạng fpt cho game thủ đăng ký,COMMERCIAL,USE_GAME,/giai-phap/game-thu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho game thủ tư vấn,mạng fpt cho game thủ tư vấn,COMMERCIAL,USE_GAME,/giai-phap/game-thu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho game thủ mới nhất,mạng fpt cho game thủ mới nhất,COMMERCIAL,USE_GAME,/giai-phap/game-thu/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt livestream,mạng fpt livestream,COMMERCIAL,USE_STREAM,/giai-phap/livestream/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet upload cao fpt,internet upload cao fpt,COMMERCIAL,USE_STREAM,/giai-phap/livestream/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho livestream giá,mạng fpt cho livestream giá,COMMERCIAL,USE_STREAM,/giai-phap/livestream/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho livestream đăng ký,mạng fpt cho livestream đăng ký,COMMERCIAL,USE_STREAM,/giai-phap/livestream/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho livestream tư vấn,mạng fpt cho livestream tư vấn,COMMERCIAL,USE_STREAM,/giai-phap/livestream/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho livestream mới nhất,mạng fpt cho livestream mới nhất,COMMERCIAL,USE_STREAM,/giai-phap/livestream/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho camera,mạng fpt cho camera,COMMERCIAL,USE_CAMERA,/giai-phap/camera/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi cho camera,wifi cho camera,COMMERCIAL,USE_CAMERA,/giai-phap/camera/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho camera giá,mạng fpt cho camera giá,COMMERCIAL,USE_CAMERA,/giai-phap/camera/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho camera đăng ký,mạng fpt cho camera đăng ký,COMMERCIAL,USE_CAMERA,/giai-phap/camera/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho camera tư vấn,mạng fpt cho camera tư vấn,COMMERCIAL,USE_CAMERA,/giai-phap/camera/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho camera mới nhất,mạng fpt cho camera mới nhất,COMMERCIAL,USE_CAMERA,/giai-phap/camera/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
internet fpt smart home,internet fpt smart home,COMMERCIAL,USE_SMARTHOME,/giai-phap/smart-home/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi fpt nhiều thiết bị,wifi fpt nhiều thiết bị,COMMERCIAL,USE_SMARTHOME,/giai-phap/smart-home/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet fpt cho smart home giá,internet fpt cho smart home giá,COMMERCIAL,USE_SMARTHOME,/giai-phap/smart-home/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
internet fpt cho smart home đăng ký,internet fpt cho smart home đăng ký,COMMERCIAL,USE_SMARTHOME,/giai-phap/smart-home/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
internet fpt cho smart home tư vấn,internet fpt cho smart home tư vấn,COMMERCIAL,USE_SMARTHOME,/giai-phap/smart-home/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
internet fpt cho smart home mới nhất,internet fpt cho smart home mới nhất,COMMERCIAL,USE_SMARTHOME,/giai-phap/smart-home/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt văn phòng,mạng fpt văn phòng,COMMERCIAL,USE_OFFICE,/giai-phap/van-phong/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet fpt văn phòng,internet fpt văn phòng,COMMERCIAL,USE_OFFICE,/giai-phap/van-phong/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho văn phòng giá,mạng fpt cho văn phòng giá,COMMERCIAL,USE_OFFICE,/giai-phap/van-phong/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho văn phòng đăng ký,mạng fpt cho văn phòng đăng ký,COMMERCIAL,USE_OFFICE,/giai-phap/van-phong/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho văn phòng tư vấn,mạng fpt cho văn phòng tư vấn,COMMERCIAL,USE_OFFICE,/giai-phap/van-phong/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho văn phòng mới nhất,mạng fpt cho văn phòng mới nhất,COMMERCIAL,USE_OFFICE,/giai-phap/van-phong/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
internet fpt doanh nghiệp nhỏ,internet fpt doanh nghiệp nhỏ,COMMERCIAL,USE_SME,/giai-phap/doanh-nghiep-nho/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt công ty,mạng fpt công ty,COMMERCIAL,USE_SME,/giai-phap/doanh-nghiep-nho/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho doanh nghiệp nhỏ giá,mạng fpt cho doanh nghiệp nhỏ giá,COMMERCIAL,USE_SME,/giai-phap/doanh-nghiep-nho/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho doanh nghiệp nhỏ đăng ký,mạng fpt cho doanh nghiệp nhỏ đăng ký,COMMERCIAL,USE_SME,/giai-phap/doanh-nghiep-nho/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho doanh nghiệp nhỏ tư vấn,mạng fpt cho doanh nghiệp nhỏ tư vấn,COMMERCIAL,USE_SME,/giai-phap/doanh-nghiep-nho/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho doanh nghiệp nhỏ mới nhất,mạng fpt cho doanh nghiệp nhỏ mới nhất,COMMERCIAL,USE_SME,/giai-phap/doanh-nghiep-nho/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt quán cafe,mạng fpt quán cafe,COMMERCIAL,USE_CAFE,/giai-phap/quan-cafe/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi quán cafe fpt,wifi quán cafe fpt,COMMERCIAL,USE_CAFE,/giai-phap/quan-cafe/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho quán cafe giá,mạng fpt cho quán cafe giá,COMMERCIAL,USE_CAFE,/giai-phap/quan-cafe/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho quán cafe đăng ký,mạng fpt cho quán cafe đăng ký,COMMERCIAL,USE_CAFE,/giai-phap/quan-cafe/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho quán cafe tư vấn,mạng fpt cho quán cafe tư vấn,COMMERCIAL,USE_CAFE,/giai-phap/quan-cafe/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho quán cafe mới nhất,mạng fpt cho quán cafe mới nhất,COMMERCIAL,USE_CAFE,/giai-phap/quan-cafe/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
wifi fpt homestay,wifi fpt homestay,COMMERCIAL,USE_HOMESTAY,/giai-phap/homestay/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt nhà nghỉ,mạng fpt nhà nghỉ,COMMERCIAL,USE_HOMESTAY,/giai-phap/homestay/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho homestay giá,mạng fpt cho homestay giá,COMMERCIAL,USE_HOMESTAY,/giai-phap/homestay/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho homestay đăng ký,mạng fpt cho homestay đăng ký,COMMERCIAL,USE_HOMESTAY,/giai-phap/homestay/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho homestay tư vấn,mạng fpt cho homestay tư vấn,COMMERCIAL,USE_HOMESTAY,/giai-phap/homestay/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho homestay mới nhất,mạng fpt cho homestay mới nhất,COMMERCIAL,USE_HOMESTAY,/giai-phap/homestay/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cửa hàng,mạng fpt cửa hàng,COMMERCIAL,USE_RETAIL,/giai-phap/cua-hang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet fpt shop,internet fpt shop,COMMERCIAL,USE_RETAIL,/giai-phap/cua-hang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt cho cửa hàng giá,mạng fpt cho cửa hàng giá,COMMERCIAL,USE_RETAIL,/giai-phap/cua-hang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho cửa hàng đăng ký,mạng fpt cho cửa hàng đăng ký,COMMERCIAL,USE_RETAIL,/giai-phap/cua-hang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho cửa hàng tư vấn,mạng fpt cho cửa hàng tư vấn,COMMERCIAL,USE_RETAIL,/giai-phap/cua-hang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
mạng fpt cho cửa hàng mới nhất,mạng fpt cho cửa hàng mới nhất,COMMERCIAL,USE_RETAIL,/giai-phap/cua-hang/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
fpt vs viettel,fpt vs viettel,COMPARISON,COMPARE,/so-sanh/fpt-vs-viettel/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt hay viettel,mạng fpt hay viettel,COMPARISON,COMPARE,/so-sanh/fpt-vs-viettel/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
fpt vs vnpt,fpt vs vnpt,COMPARISON,COMPARE,/so-sanh/fpt-vs-vnpt/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt hay vnpt,mạng fpt hay vnpt,COMPARISON,COMPARE,/so-sanh/fpt-vs-vnpt/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi 6 vs wifi 7,wifi 6 vs wifi 7,COMPARISON,COMPARE,/so-sanh/wifi-6-vs-wifi-7/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi 7 khác wifi 6,wifi 7 khác wifi 6,COMPARISON,COMPARE,/so-sanh/wifi-6-vs-wifi-7/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
giga vs sky fpt,giga vs sky fpt,COMPARISON,COMPARE,/so-sanh/giga-vs-sky/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
so sánh giga sky,so sánh giga sky,COMPARISON,COMPARE,/so-sanh/giga-vs-sky/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
sky vs meta fpt,sky vs meta fpt,COMPARISON,COMPARE,/so-sanh/sky-vs-meta/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
so sánh sky meta,so sánh sky meta,COMPARISON,COMPARE,/so-sanh/sky-vs-meta/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
f-game vs meta,f-game vs meta,COMPARISON,COMPARE,/so-sanh/f-game-vs-meta/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
so sánh fgame meta,so sánh fgame meta,COMPARISON,COMPARE,/so-sanh/f-game-vs-meta/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
lắp mạng fpt mất bao lâu,lắp mạng fpt mất bao lâu,INFORMATIONAL,SUPPORT,/ho-tro/lap-mang-fpt-mat-bao-lau/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
phí lắp đặt fpt,phí lắp đặt fpt,INFORMATIONAL,SUPPORT,/ho-tro/phi-lap-dat-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
lắp fpt có mất phí không,lắp fpt có mất phí không,INFORMATIONAL,SUPPORT,/ho-tro/phi-lap-dat-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
đổi mật khẩu wifi fpt,đổi mật khẩu wifi fpt,INFORMATIONAL,SUPPORT,/ho-tro/doi-mat-khau-wifi-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
cách đổi pass wifi fpt,cách đổi pass wifi fpt,INFORMATIONAL,SUPPORT,/ho-tro/doi-mat-khau-wifi-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi fpt yếu,wifi fpt yếu,INFORMATIONAL,SUPPORT,/ho-tro/wifi-fpt-yeu/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi fpt chậm,wifi fpt chậm,INFORMATIONAL,SUPPORT,/ho-tro/wifi-fpt-yeu/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt chậm,mạng fpt chậm,INFORMATIONAL,SUPPORT,/ho-tro/mang-fpt-cham/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
internet fpt chậm,internet fpt chậm,INFORMATIONAL,SUPPORT,/ho-tro/mang-fpt-cham/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mất mạng fpt,mất mạng fpt,INFORMATIONAL,SUPPORT,/ho-tro/mat-mang-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
fpt mất mạng,fpt mất mạng,INFORMATIONAL,SUPPORT,/ho-tro/mat-mang-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
chuyển địa điểm fpt,chuyển địa điểm fpt,INFORMATIONAL,SUPPORT,/ho-tro/chuyen-dia-diem-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
chuyển mạng fpt,chuyển mạng fpt,INFORMATIONAL,SUPPORT,/ho-tro/chuyen-dia-diem-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
nâng cấp gói fpt,nâng cấp gói fpt,INFORMATIONAL,SUPPORT,/ho-tro/nang-cap-goi-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
nâng cấp wifi fpt,nâng cấp wifi fpt,INFORMATIONAL,SUPPORT,/ho-tro/nang-cap-goi-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
hủy mạng fpt,hủy mạng fpt,INFORMATIONAL,SUPPORT,/ho-tro/huy-goi-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
hủy dịch vụ fpt,hủy dịch vụ fpt,INFORMATIONAL,SUPPORT,/ho-tro/huy-goi-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
kiểm tra tốc độ mạng fpt,kiểm tra tốc độ mạng fpt,INFORMATIONAL,SUPPORT,/ho-tro/kiem-tra-toc-do-mang-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
speedtest fpt,speedtest fpt,INFORMATIONAL,SUPPORT,/ho-tro/kiem-tra-toc-do-mang-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
modem wifi 6 fpt,modem wifi 6 fpt,INFORMATIONAL,SUPPORT,/kien-thuc/modem-wifi-6-fpt/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mesh wifi là gì,mesh wifi là gì,INFORMATIONAL,SUPPORT,/kien-thuc/mesh-wifi-la-gi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mesh fpt là gì,mesh fpt là gì,INFORMATIONAL,SUPPORT,/kien-thuc/mesh-wifi-la-gi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
300mbps đủ không,300mbps đủ không,INFORMATIONAL,SUPPORT,/kien-thuc/300mbps-du-khong/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
300 mbps dùng được bao nhiêu thiết bị,300 mbps dùng được bao nhiêu thiết bị,INFORMATIONAL,SUPPORT,/kien-thuc/300mbps-du-khong/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
1gbps bao nhiêu thiết bị,1gbps bao nhiêu thiết bị,INFORMATIONAL,SUPPORT,/kien-thuc/1gbps-bao-nhieu-thiet-bi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
1 gbps đủ không,1 gbps đủ không,INFORMATIONAL,SUPPORT,/kien-thuc/1gbps-bao-nhieu-thiet-bi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
ftth là gì,ftth là gì,INFORMATIONAL,SUPPORT,/kien-thuc/ftth-la-gi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
cáp quang ftth,cáp quang ftth,INFORMATIONAL,SUPPORT,/kien-thuc/ftth-la-gi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
xgs-pon là gì,xgs-pon là gì,INFORMATIONAL,SUPPORT,/kien-thuc/xgs-pon-la-gi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
xgspon là gì,xgspon là gì,INFORMATIONAL,SUPPORT,/kien-thuc/xgs-pon-la-gi/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
giải pháp internet fpt,giải pháp internet fpt,COMMERCIAL,USE_CASE,/giai-phap/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
mạng fpt theo nhu cầu,mạng fpt theo nhu cầu,COMMERCIAL,USE_CASE,/giai-phap/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
giải pháp internet fpt giá,giải pháp internet fpt giá,COMMERCIAL,USE_CASE,/giai-phap/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
giải pháp internet fpt đăng ký,giải pháp internet fpt đăng ký,COMMERCIAL,USE_CASE,/giai-phap/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
giải pháp internet fpt tư vấn,giải pháp internet fpt tư vấn,COMMERCIAL,USE_CASE,/giai-phap/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
giải pháp internet fpt mới nhất,giải pháp internet fpt mới nhất,COMMERCIAL,USE_CASE,/giai-phap/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VARIANT_MAPPED
so sánh mạng fpt,so sánh mạng fpt,COMPARISON,COMPARE,/so-sanh/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
so sánh gói fpt,so sánh gói fpt,COMPARISON,COMPARE,/so-sanh/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
hỗ trợ fpt,hỗ trợ fpt,SUPPORT,SUPPORT,/ho-tro/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
hướng dẫn fpt,hướng dẫn fpt,SUPPORT,SUPPORT,/ho-tro/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
kiến thức internet fpt,kiến thức internet fpt,INFORMATIONAL,KNOWLEDGE,/kien-thuc/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
wifi fpt là gì,wifi fpt là gì,INFORMATIONAL,KNOWLEDGE,/kien-thuc/,P2,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
lắp mạng fpt theo khu vực,lắp mạng fpt theo khu vực,LOCAL_TRANSACTIONAL,LOCAL,/khu-vuc/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
fpt gần đây,fpt gần đây,LOCAL_TRANSACTIONAL,LOCAL,/khu-vuc/,P1,UNKNOWN,UNKNOWN,UNKNOWN,https://fpt.vn/,2026-08-15,VERIFIED_INTENT
gói cước fpt review,gói cước fpt review,COMMERCIAL,PACKAGES,/goi-cuoc-fpt/,P0,UNKNOWN,UNKNOWN,UNKNOWN,MAPPED_FROM_OWNER,2026-08-15,VARIANT_MAPPED
